"Caption","Description","InstallDate","Name","Status","CreationClassName","Started","StartMode","SystemCreationClassName","SystemName","AcceptPause","AcceptStop","DesktopInteract","DisplayName","ErrorControl","ExitCode","PathName","ServiceSpecificExitCode","ServiceType","StartName","State","TagId","CheckPoint","DelayedAutoStart","ProcessId","WaitHint","PSComputerName"
"Device Management Enrollment Service","Performs Device Enrollment Activities for Device Management",,"DmEnrollmentSvc","OK","Win32_Service","False","Manual","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","False","False","Device Management Enrollment Service","Normal","0","C:\WINDOWS\system32\svchost.exe -k netsvcs -p","0","Own Process","LocalSystem","Stopped","0","0","False","0","0",
"Device Management Wireless Application Protocol (WAP) Push message Routing Service","Routes Wireless Application Protocol (WAP) Push messages received by the device and synchronizes Device Management sessions",,"dmwappushservice","OK","Win32_Service","False","Manual","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","False","False","Device Management Wireless Application Protocol (WAP) Push message Routing Service","Normal","0","C:\WINDOWS\system32\svchost.exe -k netsvcs -p","0","Share Process","LocalSystem","Stopped","0","0","True","0","0",
"DNS Client","The DNS Client service (dnscache) caches Domain Name System (DNS) names and registers the full computer name for this computer. If the service is stopped, DNS names will continue to be resolved. However, the results of DNS name queries will not be cached and the computer's name will not be registered. If the service is disabled, any services that explicitly depend on it will fail to start.",,"Dnscache","OK","Win32_Service","True","Auto","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","False","False","DNS Client","Normal","0","C:\WINDOWS\system32\svchost.exe -k NetworkService -p","0","Share Process","NT AUTHORITY\NetworkService","Running","0","0","False","3928","0",
"Dolby DAX API Service","Dolby DAX API Service is used by Dolby DAX applications to control Dolby Atmos components in the system.",,"Dolby DAX API Service","OK","Win32_Service","True","Auto","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","True","False","Dolby DAX API Service","Normal","0","""C:\Program Files\Dolby\Dolby DAX3\API\DAX3API.exe""","0","Own Process","LocalSystem","Running","0","0","False","5256","0",
"Delivery Optimization","Performs content delivery optimization tasks",,"DoSvc","OK","Win32_Service","False","Manual","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","False","False","Delivery Optimization","Normal","0","C:\WINDOWS\System32\svchost.exe -k NetworkService -p","0","Share Process","NT Authority\NetworkService","Stopped","0","0","False","0","0",
"Wired AutoConfig","The Wired AutoConfig (DOT3SVC) service is responsible for performing IEEE 802.1X authentication on Ethernet interfaces. If your current wired network deployment enforces 802.1X authentication, the DOT3SVC service should be configured to run for establishing Layer 2 connectivity and/or providing access to network resources. Wired networks that do not enforce 802.1X authentication are unaffected by the DOT3SVC service.",,"dot3svc","OK","Win32_Service","False","Manual","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","False","False","Wired AutoConfig","Normal","1077","C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p","0","Share Process","localSystem","Stopped","0","0","False","0","0",
"Diagnostic Policy Service","The Diagnostic Policy Service enables problem detection, troubleshooting and resolution for Windows components.  If this service is stopped, diagnostics will no longer function.",,"DPS","OK","Win32_Service","True","Auto","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","True","False","Diagnostic Policy Service","Normal","0","C:\WINDOWS\System32\svchost.exe -k LocalServiceNoNetwork -p","0","Share Process","NT AUTHORITY\LocalService","Running","0","0","False","5288","0",
"Device Setup Manager","Enables the detection, download and installation of device-related software. If this service is disabled, devices may be configured with outdated software, and may not work correctly.",,"DsmSvc","OK","Win32_Service","False","Manual","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","False","False","Device Setup Manager","Normal","0","C:\WINDOWS\system32\svchost.exe -k netsvcs -p","0","Share Process","LocalSystem","Stopped","0","0","False","0","0",
"Data Sharing Service","Provides data brokering between applications.",,"DsSvc","OK","Win32_Service","True","Manual","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","True","False","Data Sharing Service","Ignore","0","C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p","0","Share Process","LocalSystem","Running","0","0","False","1068","0",
"Data Usage","Network data usage, data limit, restrict background data, metered networks.",,"DusmSvc","OK","Win32_Service","True","Auto","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","True","False","Data Usage","Normal","0","C:\WINDOWS\System32\svchost.exe -k LocalServiceNetworkRestricted -p","0","Own Process","NT Authority\LocalService","Running","0","0","False","4384","0",
"Extensible Authentication Protocol","The Extensible Authentication Protocol (EAP) service provides network authentication in such scenarios as 802.1x wired and wireless, VPN, and Network Access Protection (NAP).  EAP also provides application programming interfaces (APIs) that are used by network access clients, including wireless and VPN clients, during the authentication process.  If you disable this service, this computer is prevented from accessing networks that require EAP authentication.",,"Eaphost","OK","Win32_Service","False","Manual","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","False","False","Extensible Authentication Protocol","Normal","1077","C:\WINDOWS\System32\svchost.exe -k netsvcs -p","0","Share Process","localSystem","Stopped","0","0","False","0","0",
"Microsoft Edge Update Service (edgeupdate)","Keeps your Microsoft software up to date. If this service is disabled or stopped, your Microsoft software will not be kept up to date, meaning security vulnerabilities that may arise cannot be fixed and features may not work. This service uninstalls itself when there is no Microsoft software using it.",,"edgeupdate","OK","Win32_Service","False","Auto","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","False","False","Microsoft Edge Update Service (edgeupdate)","Normal","0","""C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe"" /svc","0","Own Process","LocalSystem","Stopped","0","0","True","0","0",
"Microsoft Edge Update Service (edgeupdatem)","Keeps your Microsoft software up to date. If this service is disabled or stopped, your Microsoft software will not be kept up to date, meaning security vulnerabilities that may arise cannot be fixed and features may not work. This service uninstalls itself when there is no Microsoft software using it.",,"edgeupdatem","OK","Win32_Service","False","Manual","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","False","False","Microsoft Edge Update Service (edgeupdatem)","Normal","1077","""C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe"" /medsvc","0","Own Process","LocalSystem","Stopped","0","0","True","0","0",
"Encrypting File System (EFS)","Provides the core file encryption technology used to store encrypted files on NTFS file system volumes. If this service is stopped or disabled, applications will be unable to access encrypted files.",,"EFS","OK","Win32_Service","False","Manual","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","False","False","Encrypting File System (EFS)","Normal","1077","C:\WINDOWS\System32\lsass.exe","0","Share Process","LocalSystem","Stopped","0","0","False","0","0",
"Embedded Mode","The Embedded Mode service enables scenarios related to Background Applications.  Disabling this service will prevent Background Applications from being activated.",,"embeddedmode","OK","Win32_Service","False","Manual","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","False","False","Embedded Mode","Normal","1077","C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p","0","Share Process","LocalSystem","Stopped","0","0","False","0","0",
"Enterprise App Management Service","Enables enterprise application management.",,"EntAppSvc","OK","Win32_Service","False","Manual","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","False","False","Enterprise App Management Service","Normal","1077","C:\WINDOWS\system32\svchost.exe -k appmodel -p","0","Share Process","LocalSystem","Stopped","0","0","False","0","0",
"Intel(R) Dynamic Platform and Thermal Framework service","Intel(R) Dynamic Platform and Thermal Framework service",,"esifsvc","OK","Win32_Service","True","Auto","Win32_ComputerSystem","LAPTOP-HD7OGIG6","True","True","False","Intel(R) Dynamic Platform and Thermal Framework service","Normal","0","C:\WINDOWS\System32\Intel\DPTF\esif_uf.exe","0","Own Process","LocalSystem","Running","0","0","False","5296","0",
"Windows Event Log","This service manages events and event logs. It supports logging events, querying events, subscribing to events, archiving event logs, and managing event metadata. It can display events in both XML and plain text format. Stopping this service may compromise security and reliability of the system.",,"EventLog","OK","Win32_Service","True","Auto","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","True","False","Windows Event Log","Normal","0","C:\WINDOWS\System32\svchost.exe -k LocalServiceNetworkRestricted -p","0","Share Process","NT AUTHORITY\LocalService","Running","0","0","False","2208","0",
"COM+ Event System","Supports System Event Notification Service (SENS), which provides automatic distribution of events to subscribing Component Object Model (COM) components. If the service is stopped, SENS will close and will not be able to provide logon and logoff notifications. If this service is disabled, any services that explicitly depend on it will fail to start.",,"EventSystem","OK","Win32_Service","True","Auto","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","True","False","COM+ Event System","Normal","0","C:\WINDOWS\system32\svchost.exe -k LocalService -p","0","Share Process","NT AUTHORITY\LocalService","Running","0","0","False","2100","0",
"Fax","Enables you to send and receive faxes, utilizing fax resources available on this computer or on the network.",,"Fax","OK","Win32_Service","False","Manual","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","False","False","Fax","Normal","0","C:\WINDOWS\system32\fxssvc.exe","0","Own Process","NT AUTHORITY\NetworkService","Stopped","0","0","False","0","0",
"Function Discovery Provider Host","The FDPHOST service hosts the Function Discovery (FD) network discovery providers. These FD providers supply network discovery services for the Simple Services Discovery Protocol (SSDP) and Web Services ? Discovery (WS-D) protocol. Stopping or disabling the FDPHOST service will disable network discovery for these protocols when using FD. When this service is unavailable, network services using FD and relying on these discovery protocols will be unable to find network devices or resources.",,"fdPHost","OK","Win32_Service","True","Manual","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","True","False","Function Discovery Provider Host","Normal","0","C:\WINDOWS\system32\svchost.exe -k LocalService -p","0","Share Process","NT AUTHORITY\LocalService","Running","0","0","False","18940","0",
"Function Discovery Resource Publication","Publishes this computer and resources attached to this computer so they can be discovered over the network.  If this service is stopped, network resources will no longer be published and they will not be discovered by other computers on the network.",,"FDResPub","OK","Win32_Service","True","Manual","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","True","False","Function Discovery Resource Publication","Normal","0","C:\WINDOWS\system32\svchost.exe -k LocalServiceAndNoImpersonation -p","0","Share Process","NT AUTHORITY\LocalService","Running","0","0","False","3964","0",
"File History Service","Protects user files from accidental loss by copying them to a backup location",,"fhsvc","OK","Win32_Service","True","Auto","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","True","False","File History Service","Normal","0","C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p","0","Share Process","LocalSystem","Running","0","0","True","4240","0",
"Windows Font Cache Service","Optimizes performance of applications by caching commonly used font data. Applications will start this service if it is not already running. It can be disabled, though doing so will degrade application performance.",,"FontCache","OK","Win32_Service","True","Auto","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","True","False","Windows Font Cache Service","Normal","0","C:\WINDOWS\system32\svchost.exe -k LocalService -p","0","Share Process","NT AUTHORITY\LocalService","Running","0","0","False","3124","0",
"Windows Presentation Foundation Font Cache 3.0.0.0","Optimizes performance of Windows Presentation Foundation (WPF) applications by caching commonly used font data. WPF applications will start this service if it is not already running. It can be disabled, though doing so will degrade the performance of WPF applications.",,"FontCache3.0.0.0","OK","Win32_Service","True","Manual","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","True","False","Windows Presentation Foundation Font Cache 3.0.0.0","Normal","0","C:\WINDOWS\Microsoft.Net\Framework64\v3.0\WPF\PresentationFontCache.exe","0","Own Process","NT Authority\LocalService","Running","0","0","False","10636","0",
"FosCloudSvr",,,"FosCloudSvr","OK","Win32_Service","True","Auto","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","True","True","FosCloudSvr","Normal","0","C:\Program Files (x86)\IPCWebComponents\IPCPlgSvr.exe","0","Own Process","LocalSystem","Running","0","0","False","5340","0",
"Windows Camera Frame Server","Enables multiple clients to access video frames from camera devices.",,"FrameServer","OK","Win32_Service","False","Manual","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","False","False","Windows Camera Frame Server","Normal","0","C:\WINDOWS\System32\svchost.exe -k Camera","0","Share Process","LocalSystem","Stopped","0","0","False","0","0",
"Google Chrome Elevation Service",,,"GoogleChromeElevationService","OK","Win32_Service","False","Manual","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","False","False","Google Chrome Elevation Service","Normal","1077","""C:\Program Files (x86)\Google\Chrome\Application\87.0.4280.66\elevation_service.exe""","0","Own Process","LocalSystem","Stopped","0","0","False","0","0",
"Group Policy Client","The service is responsible for applying settings configured by administrators for the computer and users through the Group Policy component. If the service is disabled, the settings will not be applied and applications and components will not be manageable through Group Policy. Any components or applications that depend on the Group Policy component might not be functional if the service is disabled.",,"gpsvc","OK","Win32_Service","True","Auto","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","True","False","Group Policy Client","Normal","0","C:\WINDOWS\system32\svchost.exe -k netsvcs -p","0","Share Process","LocalSystem","Running","0","0","False","29208","0",
"GraphicsPerfSvc","Graphics performance monitor service",,"GraphicsPerfSvc","OK","Win32_Service","False","Manual","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","False","False","GraphicsPerfSvc","Ignore","1077","C:\WINDOWS\System32\svchost.exe -k GraphicsPerfSvcGroup","0","Share Process","LocalSystem","Stopped","0","0","False","0","0",
"Google Update Service (gupdate)","Keeps your Google software up to date. If this service is disabled or stopped, your Google software will not be kept up to date, meaning security vulnerabilities that may arise cannot be fixed and features may not work. This service uninstalls itself when there is no Google software using it.",,"gupdate","OK","Win32_Service","False","Auto","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","False","False","Google Update Service (gupdate)","Normal","0","""C:\Program Files (x86)\Google\Update\GoogleUpdate.exe"" /svc","0","Own Process","LocalSystem","Stopped","0","0","True","0","0",
"Google Update Service (gupdatem)","Keeps your Google software up to date. If this service is disabled or stopped, your Google software will not be kept up to date, meaning security vulnerabilities that may arise cannot be fixed and features may not work. This service uninstalls itself when there is no Google software using it.",,"gupdatem","OK","Win32_Service","False","Manual","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","False","False","Google Update Service (gupdatem)","Normal","1077","""C:\Program Files (x86)\Google\Update\GoogleUpdate.exe"" /medsvc","0","Own Process","LocalSystem","Stopped","0","0","True","0","0",
"Human Interface Device Service","Activates and maintains the use of hot buttons on keyboards, remote controls, and other multimedia devices. It is recommended that you keep this service running.",,"hidserv","OK","Win32_Service","True","Manual","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","True","False","Human Interface Device Service","Normal","0","C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p","0","Share Process","LocalSystem","Running","0","0","False","2068","0",
"Host Network Service","Provides support for Windows Virtual Networks.",,"hns","OK","Win32_Service","True","Manual","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","True","False","Host Network Service","Normal","0","C:\WINDOWS\system32\svchost.exe -k NetSvcs -p","0","Share Process","LocalSystem","Running","0","0","False","3736","0",
"HV Host Service","Provides an interface for the Hyper-V hypervisor to provide per-partition performance counters to the host operating system.",,"HvHost","OK","Win32_Service","True","Manual","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","True","False","HV Host Service","Normal","0","C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p","0","Share Process","LocalSystem","Running","0","0","False","1856","0",
"Intel(R) Optane(TM) Memory Service","Enables amazing system performance and responsiveness by accelerating frequently used files",,"iaStorAfsService","OK","Win32_Service","False","Manual","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","False","False","Intel(R) Optane(TM) Memory Service","Normal","1077","C:\WINDOWS\System32\iaStorAfsService.exe","0","Own Process","LocalSystem","Stopped","0","0","False","0","0",
"Windows Mobile Hotspot Service","Provides the ability to share a cellular data connection with another device.",,"icssvc","OK","Win32_Service","False","Manual","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","False","False","Windows Mobile Hotspot Service","Normal","1077","C:\WINDOWS\system32\svchost.exe -k LocalServiceNetworkRestricted -p","0","Share Process","NT Authority\LocalService","Stopped","0","0","False","0","0",
"Intel(R) HD Graphics Control Panel Service","Service for Intel(R) HD Graphics Control Panel",,"igfxCUIService2.0.0.0","OK","Win32_Service","True","Auto","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","True","False","Intel(R) HD Graphics Control Panel Service","Normal","0","C:\WINDOWS\System32\DriverStore\FileRepository\cui_dch.inf_amd64_767e7683f9ad126c\igfxCUIService.exe","0","Own Process","LocalSystem","Running","1","0","False","2556","0",
"Canon Inkjet Printer/Scanner/Fax Extended Survey Program","Collects log data from the IJ printer and manages data transmission.",,"IJPLMSVC","OK","Win32_Service","True","Auto","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","True","False","Canon Inkjet Printer/Scanner/Fax Extended Survey Program","Normal","0","""C:\Program Files (x86)\Canon\IJPLM\IJPLMSVC.EXE""","0","Own Process","LocalSystem","Running","0","0","False","5388","0",
"IKE and AuthIP IPsec Keying Modules","The IKEEXT service hosts the Internet Key Exchange (IKE) and Authenticated Internet Protocol (AuthIP) keying modules. These keying modules are used for authentication and key exchange in Internet Protocol security (IPsec). Stopping or disabling the IKEEXT service will disable IKE and AuthIP key exchange with peer computers. IPsec is typically configured to use IKE or AuthIP; therefore, stopping or disabling the IKEEXT service might result in an IPsec failure and might compromise the security of the system. It is strongly recommended that you have the IKEEXT service running.",,"IKEEXT","OK","Win32_Service","False","Manual","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","False","False","IKE and AuthIP IPsec Keying Modules","Normal","1077","C:\WINDOWS\system32\svchost.exe -k netsvcs -p","0","Share Process","LocalSystem","Stopped","0","0","False","0","0",
"System Interface Foundation Service","The Lenovo System Interface Foundation Service provides interfaces for key features such as: system power management, system optimization, driver and application updates, and system settings to Lenovo applications including Lenovo Companion, Lenovo Settings and Lenovo ID. If you disable this service, Lenovo applications will not work properly.",,"ImControllerService","OK","Win32_Service","True","Auto","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","True","False","System Interface Foundation Service","Normal","0","C:\WINDOWS\Lenovo\ImController\Service\Lenovo.Modern.ImController.exe","0","Own Process","LocalSystem","Running","0","0","False","5456","0",
"Microsoft Store Install Service","Provides infrastructure support for the Microsoft Store.  This service is started on demand and if disabled then installations will not function properly.",,"InstallService","OK","Win32_Service","True","Manual","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","True","False","Microsoft Store Install Service","Ignore","0","C:\WINDOWS\System32\svchost.exe -k netsvcs -p","0","Own Process","LocalSystem","Running","0","0","False","13076","0",
"Intel(R) Capability Licensing Service TCP IP Interface","Version: 1.61.251.0",,"Intel(R) Capability Licensing Service TCP IP Interface","OK","Win32_Service","True","Manual","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","True","False","Intel(R) Capability Licensing Service TCP IP Interface","Ignore","0","C:\WINDOWS\System32\DriverStore\FileRepository\iclsclient.inf_amd64_75ffca5eec865b4b\lib\SocketHeciServer.exe","0","Own Process","LocalSystem","Running","0","0","False","1692","0",
"Intel(R) TPM Provisioning Service","Version: 1.61.251.0",,"Intel(R) TPM Provisioning Service","OK","Win32_Service","False","Auto","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","False","False","Intel(R) TPM Provisioning Service","Ignore","0","C:\WINDOWS\System32\DriverStore\FileRepository\iclsclient.inf_amd64_75ffca5eec865b4b\lib\TPMProvisioningService.exe","0","Own Process","LocalSystem","Stopped","0","0","False","0","0",
"IP Helper","Provides tunnel connectivity using IPv6 transition technologies (6to4, ISATAP, Port Proxy, and Teredo), and IP-HTTPS. If this service is stopped, the computer will not have the enhanced connectivity benefits that these technologies offer.",,"iphlpsvc","OK","Win32_Service","True","Auto","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","True","False","IP Helper","Normal","0","C:\WINDOWS\System32\svchost.exe -k NetSvcs -p","0","Share Process","LocalSystem","Running","0","0","False","4444","0",
"Windows Phone IP over USB Transport (IpOverUsbSvc)","Enables communication between the Windows SDK and a Windows Device. If the service is stopped, application deployment and debugging will fail on device.",,"IpOverUsbSvc","OK","Win32_Service","True","Auto","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","True","False","Windows Phone IP over USB Transport (IpOverUsbSvc)","Ignore","0","""C:\Program Files (x86)\Common Files\Microsoft Shared\Phone Tools\CoreCon\11.0\bin\IpOverUsbSvc.exe""","0","Own Process","LocalSystem","Running","0","0","False","5444","0",
"IP Translation Configuration Service","Configures and enables translation from v4 to v6 and vice versa",,"IpxlatCfgSvc","OK","Win32_Service","False","Manual","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","False","False","IP Translation Configuration Service","Normal","1077","C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p","0","Share Process","LocalSystem","Stopped","0","0","False","0","0",
"Intel(R) Dynamic Application Loader Host Interface Service","Intel(R) Dynamic Application Loader Host Interface Service - Allows applications to access the local Intel (R) DAL",,"jhi_service","OK","Win32_Service","True","Auto","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","True","False","Intel(R) Dynamic Application Loader Host Interface Service","Normal","0","C:\WINDOWS\System32\DriverStore\FileRepository\dal.inf_amd64_ffc75848a6342fdf\jhi_service.exe","0","Own Process","LocalSystem","Running","0","0","False","5528","0",
"CNG Key Isolation","The CNG key isolation service is hosted in the LSA process. The service provides key process isolation to private keys and associated cryptographic operations as required by the Common Criteria. The service stores and uses long-lived keys in a secure process complying with Common Criteria requirements.",,"KeyIso","OK","Win32_Service","True","Manual","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","True","False","CNG Key Isolation","Normal","0","C:\WINDOWS\system32\lsass.exe","0","Share Process","LocalSystem","Running","0","0","False","1092","0",
"KtmRm for Distributed Transaction Coordinator","Coordinates transactions between the Distributed Transaction Coordinator (MSDTC) and the Kernel Transaction Manager (KTM). If it is not needed, it is recommended that this service remain stopped. If it is needed, both MSDTC and KTM will start this service automatically. If this service is disabled, any MSDTC transaction interacting with a Kernel Resource Manager will fail and any services that explicitly depend on it will fail to start.",,"KtmRm","OK","Win32_Service","False","Manual","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","False","False","KtmRm for Distributed Transaction Coordinator","Normal","1077","C:\WINDOWS\System32\svchost.exe -k NetworkServiceAndNoImpersonation -p","0","Share Process","NT AUTHORITY\NetworkService","Stopped","0","0","False","0","0",
"Server","Supports file, print, and named-pipe sharing over the network for this computer. If this service is stopped, these functions will be unavailable. If this service is disabled, any services that explicitly depend on it will fail to start.",,"LanmanServer","OK","Win32_Service","True","Auto","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","True","False","Server","Normal","0","C:\WINDOWS\system32\svchost.exe -k netsvcs -p","0","Share Process","LocalSystem","Running","0","0","False","5672","0",
"Workstation","Creates and maintains client network connections to remote servers using the SMB protocol. If this service is stopped, these connections will be unavailable. If this service is disabled, any services that explicitly depend on it will fail to start.",,"LanmanWorkstation","OK","Win32_Service","True","Auto","Win32_ComputerSystem","LAPTOP-HD7OGIG6","True","True","False","Workstation","Normal","0","C:\WINDOWS\System32\svchost.exe -k NetworkService -p","0","Share Process","NT AUTHORITY\NetworkService","Running","0","0","False","3304","0",
"LenovoVantageService","LenovoVantageService",,"LenovoVantageService","OK","Win32_Service","True","Auto","Win32_ComputerSystem","LAPTOP-HD7OGIG6","True","True","True","LenovoVantageService","Normal","0","""C:\Program Files (x86)\Lenovo\VantageService\3.4.16.0\LenovoVantageService.exe""","0","Own Process","LocalSystem","Running","0","0","False","5548","0",
"Geolocation Service","This service monitors the current location of the system and manages geofences (a geographical location with associated events).  If you turn off this service, applications will be unable to use or receive notifications for geolocation or geofences.",,"lfsvc","OK","Win32_Service","True","Manual","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","True","False","Geolocation Service","Normal","0","C:\WINDOWS\system32\svchost.exe -k netsvcs -p","0","Share Process","LocalSystem","Running","0","0","False","11644","0",
"Windows License Manager Service","Provides infrastructure support for the Microsoft Store.  This service is started on demand and if disabled then content acquired through the Microsoft Store will not function properly.",,"LicenseManager","OK","Win32_Service","True","Manual","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","True","False","Windows License Manager Service","Ignore","0","C:\WINDOWS\System32\svchost.exe -k LocalService -p","0","Share Process","NT Authority\LocalService","Running","0","0","False","12544","0",
"Link-Layer Topology Discovery Mapper","Creates a Network Map, consisting of PC and device topology (connectivity) information, and metadata describing each PC and device.  If this service is disabled, the Network Map will not function properly.",,"lltdsvc","OK","Win32_Service","False","Manual","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","False","False","Link-Layer Topology Discovery Mapper","Normal","1077","C:\WINDOWS\System32\svchost.exe -k LocalService -p","0","Share Process","NT AUTHORITY\LocalService","Stopped","0","0","False","0","0",
"TCP/IP NetBIOS Helper","Provides support for the NetBIOS over TCP/IP (NetBT) service and NetBIOS name resolution for clients on the network, therefore enabling users to share files, print, and log on to the network. If this service is stopped, these functions might be unavailable. If this service is disabled, any services that explicitly depend on it will fail to start.",,"lmhosts","OK","Win32_Service","True","Manual","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","True","False","TCP/IP NetBIOS Helper","Normal","0","C:\WINDOWS\System32\svchost.exe -k LocalServiceNetworkRestricted -p","0","Share Process","NT AUTHORITY\LocalService","Running","0","0","False","24020","0",
"Intel(R) Management and Security Application Local Management Service","Intel(R) Management and Security Application Local Management Service - Provides OS-related Intel(R) ME functionality.",,"LMS","OK","Win32_Service","True","Auto","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","True","False","Intel(R) Management and Security Application Local Management Service","Normal","0","""C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\LMS\LMS.exe""","0","Own Process","LocalSystem","Running","0","0","True","12272","0",
"LSM",,,"LSM","UNKNOWN","Win32_Service","True","Unknown","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","False",,"LSM","Unknown","0",,"0","Unknown",,"Running",,"0",,"1504","0",
"Language Experience Service","Provides infrastructure support for deploying and configuring localized Windows resources. This service is started on demand and, if disabled, additional Windows languages will not be deployed to the system, and Windows may not function properly.",,"LxpSvc","OK","Win32_Service","False","Manual","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","False","False","Language Experience Service","Ignore","0","C:\WINDOWS\system32\svchost.exe -k netsvcs","0","Share Process","LocalSystem","Stopped","0","0","False","0","0",
"LxssManager","The LXSS Manager service supports running native ELF binaries. The service provides the infrastructure necessary for ELF binaries to run on Windows. If the service is stopped or disabled, those binaries will no longer run.",,"LxssManager","OK","Win32_Service","True","Manual","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","True","False","LxssManager","Normal","0","C:\WINDOWS\system32\svchost.exe -k netsvcs -p","0","Share Process","LocalSystem","Running","0","0","False","16756","0",
"Downloaded Maps Manager","Windows service for application access to downloaded maps. This service is started on-demand by application accessing downloaded maps. Disabling this service will prevent apps from accessing maps.",,"MapsBroker","OK","Win32_Service","False","Auto","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","False","False","Downloaded Maps Manager","Normal","0","C:\WINDOWS\System32\svchost.exe -k NetworkService -p","0","Own Process","NT AUTHORITY\NetworkService","Stopped","0","0","True","0","0",
"Microsoft Edge Elevation Service","Keeps Microsoft Edge up to update. If this service is disabled, the application will not be kept up to date.",,"MicrosoftEdgeElevationService","OK","Win32_Service","False","Manual","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","False","False","Microsoft Edge Elevation Service","Normal","1077","""C:\Program Files (x86)\Microsoft\Edge\Application\87.0.664.47\elevation_service.exe""","0","Own Process","LocalSystem","Stopped","0","0","False","0","0",
"Windows Mixed Reality OpenXR Service","Enables Mixed Reality OpenXR runtime functionality",,"MixedRealityOpenXRSvc","OK","Win32_Service","False","Manual","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","False","False","Windows Mixed Reality OpenXR Service","Normal","1077","C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p","0","Share Process","LocalSystem","Stopped","0","0","False","0","0",
