"Name","SI","Handles","VM","WS","PM","NPM","Path","Parent","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","SafeHandle","Handle","BasePriority","ExitCode","HasExited","StartTime","ExitTime","Id","MachineName","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize64","NonpagedSystemMemorySize","PagedMemorySize64","PagedMemorySize","PagedSystemMemorySize64","PagedSystemMemorySize","PeakPagedMemorySize64","PeakPagedMemorySize","PeakWorkingSet64","PeakWorkingSet","PeakVirtualMemorySize64","PeakVirtualMemorySize","PriorityBoostEnabled","PriorityClass","PrivateMemorySize64","PrivateMemorySize","ProcessName","ProcessorAffinity","SessionId","StartInfo","Threads","HandleCount","VirtualMemorySize64","VirtualMemorySize","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet64","WorkingSet","SynchronizingObject","MainModule","PrivilegedProcessorTime","TotalProcessorTime","UserProcessorTime","MainWindowHandle","MainWindowTitle","Responding","Site","Container"
"powershell","2","419","2204012126208","50671616","58261504","27024","C:\WINDOWS\System32\WindowsPowerShell\v1.0\powershell.exe","System.Diagnostics.Process (Code)","Microsoft Corporation","18.046875","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Windows PowerShell","Microsoft? Windows? Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4688","8",,"False","11/30/2020 10:35:41 PM",,"10932",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","27024","27024","58261504","58261504","477664","477664","70955008","70955008","76910592","76910592","2204022939648","704716800","True","Normal","58261504","58261504","powershell","255","2",,"System.Diagnostics.ProcessThreadCollection","419","2204012126208","693903360","False",,,,"50671616","50671616",,"System.Diagnostics.ProcessModule (powershell.exe)","00:00:11.6562500","00:00:18.0468750","00:00:06.3906250","0","","True",,
"powershell","2","397","2204010692608","52088832","68038656","27032","C:\WINDOWS\System32\WindowsPowerShell\v1.0\powershell.exe","System.Diagnostics.Process (Code)","Microsoft Corporation","9.515625","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Windows PowerShell","Microsoft? Windows? Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4044","8",,"False","12/1/2020 5:51:45 AM",,"13960",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","27032","27032","68038656","68038656","470688","470688","69419008","69419008","77295616","77295616","2204022988800","704765952","True","Normal","68038656","68038656","powershell","255","2",,"System.Diagnostics.ProcessThreadCollection","397","2204010692608","692469760","False",,,,"52088832","52088832",,"System.Diagnostics.ProcessModule (powershell.exe)","00:00:06.4531250","00:00:09.5156250","00:00:03.0625000","0","","True",,
"powershell","2","381","2204007542784","48467968","63381504","25672","C:\WINDOWS\System32\WindowsPowerShell\v1.0\powershell.exe","System.Diagnostics.Process (Code)","Microsoft Corporation","11.15625","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Windows PowerShell","Microsoft? Windows? Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5584","8",,"False","11/30/2020 10:35:25 PM",,"20076",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","25672","25672","63381504","63381504","463144","463144","68149248","68149248","74715136","74715136","2204023078912","704856064","True","Normal","63381504","63381504","powershell","255","2",,"System.Diagnostics.ProcessThreadCollection","381","2204007542784","689319936","False",,,,"48467968","48467968",,"System.Diagnostics.ProcessModule (powershell.exe)","00:00:07.8281250","00:00:11.1562500","00:00:03.3281250","0","","True",,
"PowerToys","2","616","4658872320","7598080","40644608","37888",,,,"80.15625",,,,,"Process",,,"6",,"False","11/30/2020 6:07:53 AM",,"25232",".",,,,"37888","37888","40644608","40644608","465992","465992","89059328","89059328","59170816","59170816","4705652736","410685440",,,"40644608","40644608","PowerToys",,"2",,"System.Diagnostics.ProcessThreadCollection","616","4658872320","363905024","False",,,,"7598080","7598080",,,"00:00:59.1250000","00:01:20.1562500","00:00:21.0312500","66594","","True",,
"PresentationFontCache","0","230","4878819328","15839232","26804224","31416",,,,,,,,,"Process",,,"8",,,,,"10636",".",,,,"31416","31416","26804224","26804224","239096","239096","28889088","28889088","20774912","20774912","4883013632","588046336",,,"26804224","26804224","PresentationFontCache",,"0",,"System.Diagnostics.ProcessThreadCollection","230","4878819328","583852032","False",,,,"15839232","15839232",,,,,,"0","","True",,
"ProductAgentService","0","360","85385216","15884288","7426048","28760",,,,,,,,,"Process",,,"8",,,,,"5692",".",,,,"28760","28760","7426048","7426048","142312","142312","8560640","8560640","18595840","18595840","100589568","100589568",,,"7426048","7426048","ProductAgentService",,"0",,"System.Diagnostics.ProcessThreadCollection","360","85385216","85385216","False",,,,"15884288","15884288",,,,,,"0","","True",,
"pwsh","2","1428","2204253163520","329457664","318926848","150744","C:\Program Files\PowerShell\7\pwsh.exe","System.Diagnostics.Process (Code)","Microsoft Corporation","51.8125","7.0.0.0","7.0.0 SHA: f1f58a1abef3480b5208b21e8b675d6d5880ddd7","pwsh","PowerShell","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4380","8",,"False","12/2/2020 2:05:45 AM",,"18360",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","150744","150744","318926848","318926848","437272","437272","322932736","322932736","370147328","370147328","2204271403008","953180160","True","Normal","318926848","318926848","pwsh","255","2",,"System.Diagnostics.ProcessThreadCollection","1428","2204253163520","934940672","False",,,,"329457664","329457664",,"System.Diagnostics.ProcessModule (pwsh.exe)","00:00:13.4218750","00:00:51.9062500","00:00:38.4843750","0","","True",,
"python3.9","2","585","4692348928","50089984","36343808","46616","C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.9_3.9.240.0_x64__qbz5n2kfra8p0\python3.9.exe","System.Diagnostics.Process (powershell)","Python Software Foundation","18.65625","3.9.0","3.9.0","Python","Python","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7636","8",,"False","12/2/2020 3:59:20 AM",,"30296",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","46616","46616","36343808","36343808","365800","365800","191139840","191139840","224059392","224059392","4851654656","556687360","True","Normal","36343808","36343808","python3.9","255","2",,"System.Diagnostics.ProcessThreadCollection","585","4692348928","397381632","False",,,,"50089984","50089984",,"System.Diagnostics.ProcessModule (python3.9.exe)","00:00:06.9375000","00:00:18.6562500","00:00:11.7187500","0","","True",,
"RAVBg64","2","304","4444467200","14401536","7790592","18344","C:\Program Files\Realtek\Audio\HDA\RAVBg64.exe","System.Diagnostics.Process (explorer)","Realtek Semiconductor","1.09375","1, 0, 0, 295","1, 0, 0, 295","HD Audio Background Process","HD Audio Background Process","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6200","8",,"False","11/30/2020 6:08:10 AM",,"18624",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","18344","18344","7790592","7790592","200416","200416","7884800","7884800","16674816","16674816","4479291392","184324096","True","Normal","7790592","7790592","RAVBg64","255","2",,"System.Diagnostics.ProcessThreadCollection","304","4444467200","149499904","False",,,,"14401536","14401536",,"System.Diagnostics.ProcessModule (RAVBg64.exe)","00:00:00.6718750","00:00:01.0937500","00:00:00.4218750","0","","True",,
"RAVBg64","2","315","4443398144","14213120","7790592","17944",,,,,,,,,"Process",,,"8",,,,,"20484",".",,,,"17944","17944","7790592","7790592","198936","198936","7888896","7888896","16543744","16543744","4455550976","160583680",,,"7790592","7790592","RAVBg64",,"2",,"System.Diagnostics.ProcessThreadCollection","315","4443398144","148430848","False",,,,"14213120","14213120",,,,,,"0","","True",,
"RAVBg64","2","338","4458659840","15659008","8245248","19712","C:\Program Files\Realtek\Audio\HDA\RAVBg64.exe","System.Diagnostics.Process (explorer)","Realtek Semiconductor","0.921875","1, 0, 0, 295","1, 0, 0, 295","HD Audio Background Process","HD Audio Background Process","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2888","8",,"False","11/30/2020 6:08:11 AM",,"22364",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","19712","19712","8245248","8245248","225880","225880","8462336","8462336","18075648","18075648","4469669888","174702592","True","Normal","8245248","8245248","RAVBg64","255","2",,"System.Diagnostics.ProcessThreadCollection","338","4458659840","163692544","False",,,,"15659008","15659008",,"System.Diagnostics.ProcessModule (RAVBg64.exe)","00:00:00.6406250","00:00:00.9218750","00:00:00.2812500","0","","True",,
"RAVBg64","2","303","4444467200","14446592","7827456","18216","C:\Program Files\Realtek\Audio\HDA\RAVBg64.exe","System.Diagnostics.Process (explorer)","Realtek Semiconductor","0.734375","1, 0, 0, 295","1, 0, 0, 295","HD Audio Background Process","HD Audio Background Process","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5876","8",,"False","11/30/2020 6:08:11 AM",,"22588",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","18216","18216","7827456","7827456","200208","200208","7929856","7929856","16707584","16707584","4479291392","184324096","True","Normal","7827456","7827456","RAVBg64","255","2",,"System.Diagnostics.ProcessThreadCollection","303","4444467200","149499904","False",,,,"14446592","14446592",,"System.Diagnostics.ProcessModule (RAVBg64.exe)","00:00:00.3906250","00:00:00.7343750","00:00:00.3437500","0","","True",,
"RAVCpl64","2","431","4466327552","14475264","6668288","19512","C:\Program Files\Realtek\Audio\HDA\RAVCpl64.exe","System.Diagnostics.Process (explorer)","Realtek Semiconductor","5.40625","1, 0, 0, 1129","1, 0, 0, 1129","Realtek HD Audio Manager","Realtek HD Audio Manager","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6812","8",,"False","11/30/2020 6:08:09 AM",,"5176",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","19512","19512","6668288","6668288","241280","241280","8527872","8527872","17698816","17698816","4513271808","218304512","True","Normal","6668288","6668288","RAVCpl64","255","2",,"System.Diagnostics.ProcessThreadCollection","431","4466327552","171360256","False",,,,"14475264","14475264",,"System.Diagnostics.ProcessModule (RAVCpl64.exe)","00:00:04.6250000","00:00:05.4062500","00:00:00.7812500","0","","True",,
"Registry","0","0","237772800","123195392","17059840","20264",,,,,,,,,"Process",,,"8",,,,,"132",".",,,,"20264","20264","17059840","17059840","468624","468624","116416512","116416512","378028032","378028032","501235712","501235712",,,"17059840","17059840","Registry",,"0",,"System.Diagnostics.ProcessThreadCollection","0","237772800","237772800","False",,,,"123195392","123195392",,,,,,"0","","True",,
"RstMwService","0","148","4376342528","5726208","1863680","8488",,,,,,,,,"Process",,,"8",,,,,"5812",".",,,,"8488","8488","1863680","1863680","84048","84048","1953792","1953792","7245824","7245824","4379488256","84520960",,,"1863680","1863680","RstMwService",,"0",,"System.Diagnostics.ProcessThreadCollection","148","4376342528","81375232","False",,,,"5726208","5726208",,,,,,"0","","True",,
"RtkAudioService64","0","191","4387069952","6799360","2052096","9712",,,,,,,,,"Process",,,"8",,,,,"4148",".",,,,"9712","9712","2052096","2052096","114696","114696","2306048","2306048","9515008","9515008","4394409984","99442688",,,"2052096","2052096","RtkAudioService64",,"0",,"System.Diagnostics.ProcessThreadCollection","191","4387069952","92102656","False",,,,"6799360","6799360",,,,,,"0","","True",,
"RuntimeBroker","2","317","2203487588352","24633344","7684096","24816","C:\Windows\System32\RuntimeBroker.exe",,"Microsoft Corporation","11.515625","10.0.19041.546 (WinBuild.160101.0800)","10.0.19041.546","Runtime Broker","Microsoft? Windows? Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","8472","8",,"False","11/30/2020 6:07:55 AM",,"4416",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","24816","24816","7684096","7684096","242448","242448","12320768","12320768","39964672","39964672","2203762831360","444608512","True","Normal","7684096","7684096","RuntimeBroker","255","2",,"System.Diagnostics.ProcessThreadCollection","317","2203487588352","169365504","False",,,,"24633344","24633344",,"System.Diagnostics.ProcessModule (RuntimeBroker.exe)","00:00:05.4843750","00:00:11.5156250","00:00:06.0312500","0","","True",,
"RuntimeBroker","2","388","2203479199744","16646144","9973760","20912","C:\Windows\System32\RuntimeBroker.exe",,"Microsoft Corporation","1.71875","10.0.19041.546 (WinBuild.160101.0800)","10.0.19041.546","Runtime Broker","Microsoft? Windows? Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3088","8",,"False","12/1/2020 8:32:44 AM",,"9604",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","20912","20912","9973760","9973760","191664","191664","11939840","11939840","34942976","34942976","2203514425344","196202496","True","Normal","9973760","9973760","RuntimeBroker","255","2",,"System.Diagnostics.ProcessThreadCollection","388","2203479199744","160976896","False",,,,"16646144","16646144",,"System.Diagnostics.ProcessModule (RuntimeBroker.exe)","00:00:01.1875000","00:00:01.7187500","00:00:00.5312500","0","","True",,
"RuntimeBroker","2","345","2203474767872","18272256","5611520","21008","C:\Windows\System32\RuntimeBroker.exe",,"Microsoft Corporation","34.09375","10.0.19041.546 (WinBuild.160101.0800)","10.0.19041.546","Runtime Broker","Microsoft? Windows? Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","9128","8",,"False","11/30/2020 6:08:32 AM",,"12880",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","21008","21008","5611520","5611520","220416","220416","7999488","7999488","28233728","28233728","2203517399040","199176192","True","Normal","5611520","5611520","RuntimeBroker","255","2",,"System.Diagnostics.ProcessThreadCollection","345","2203474767872","156545024","False",,,,"18272256","18272256",,"System.Diagnostics.ProcessModule (RuntimeBroker.exe)","00:00:18.7187500","00:00:34.0937500","00:00:15.3750000","0","","True",,
"RuntimeBroker","2","322","2203492114432","23121920","7180288","21960","C:\Windows\System32\RuntimeBroker.exe",,"Microsoft Corporation","0.640625","10.0.19041.546 (WinBuild.160101.0800)","10.0.19041.546","Runtime Broker","Microsoft? Windows? Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4824","8",,"False","11/30/2020 6:29:55 AM",,"16428",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","21960","21960","7180288","7180288","248848","248848","8445952","8445952","26705920","26705920","2203501502464","183279616","True","Normal","7180288","7180288","RuntimeBroker","255","2",,"System.Diagnostics.ProcessThreadCollection","322","2203492114432","173891584","False",,,,"23121920","23121920",,"System.Diagnostics.ProcessModule (RuntimeBroker.exe)","00:00:00.4062500","00:00:00.6406250","00:00:00.2343750","0","","True",,
"RuntimeBroker","2","452","2203585769472","39366656","30179328","30832","C:\Windows\System32\RuntimeBroker.exe",,"Microsoft Corporation","111.6875","10.0.19041.546 (WinBuild.160101.0800)","10.0.19041.546","Runtime Broker","Microsoft? Windows? Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6620","8",,"False","11/30/2020 8:06:56 AM",,"16976",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","30832","30832","30179328","30179328","343392","343392","70189056","70189056","65769472","65769472","2207110590464","-502599680","True","Normal","30179328","30179328","RuntimeBroker","255","2",,"System.Diagnostics.ProcessThreadCollection","452","2203585769472","267546624","False",,,,"39366656","39366656",,"System.Diagnostics.ProcessModule (RuntimeBroker.exe)","00:00:35.7343750","00:01:51.6875000","00:01:15.9531250","0","","True",,
"RuntimeBroker","2","848","2203704459264","46710784","61149184","55792","C:\Windows\System32\RuntimeBroker.exe",,"Microsoft Corporation","41.375","10.0.19041.546 (WinBuild.160101.0800)","10.0.19041.546","Runtime Broker","Microsoft? Windows? Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3660","8",,"False","11/30/2020 6:07:56 AM",,"17644",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","55792","55792","61149184","61149184","527336","527336","103653376","103653376","135462912","135462912","2203846500352","528277504","True","Normal","61149184","61149184","RuntimeBroker","255","2",,"System.Diagnostics.ProcessThreadCollection","848","2203704459264","386236416","False",,,,"46710784","46710784",,"System.Diagnostics.ProcessModule (RuntimeBroker.exe)","00:00:19.7343750","00:00:41.3750000","00:00:21.6406250","0","","True",,
"RuntimeBroker","2","337","2203488595968","24743936","7864320","21280","C:\Windows\System32\RuntimeBroker.exe",,"Microsoft Corporation","4.203125","10.0.19041.546 (WinBuild.160101.0800)","10.0.19041.546","Runtime Broker","Microsoft? Windows? Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","8840","8",,"False","11/30/2020 6:09:28 AM",,"23120",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","21280","21280","7864320","7864320","244656","244656","9531392","9531392","31686656","31686656","2203500662784","182439936","True","Normal","7864320","7864320","RuntimeBroker","255","2",,"System.Diagnostics.ProcessThreadCollection","337","2203488595968","170373120","False",,,,"24743936","24743936",,"System.Diagnostics.ProcessModule (RuntimeBroker.exe)","00:00:01.9687500","00:00:04.2031250","00:00:02.2343750","0","","True",,
"ScanToPCActivationApp","2","327","4463255552","15925248","6496256","24336","C:\Program Files\HP\HP OfficeJet Pro 6970\Bin\ScanToPCActivationApp.exe","System.Diagnostics.Process (explorer)","HP Inc.","141.1875","040.012.1161.1896","040.012.1161.1896","ScanToPCActivationApp","HP Digital Imaging","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6340","8",,"False","11/30/2020 6:08:24 AM",,"13948",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","24336","24336","6496256","6496256","233416","233416","6766592","6766592","17010688","17010688","4480012288","185044992","True","Normal","6496256","6496256","ScanToPCActivationApp","255","2",,"System.Diagnostics.ProcessThreadCollection","327","4463255552","168288256","False",,,,"15925248","15925248",,"System.Diagnostics.ProcessModule (ScanToPCActivationApp.exe)","00:01:25.5312500","00:02:21.1875000","00:00:55.6562500","0","","True",,
"SearchApp","2","1578","2238842662912","92446720","158429184","94696","C:\Windows\SystemApps\Microsoft.Windows.Search_cw5n1h2txyewy\SearchApp.exe",,"Microsoft Corporation","39.046875","10.0.19041.546 (WinBuild.160101.0800)","10.0.19041.546","Search application","Microsoft? Windows? Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7900","8",,"False","11/30/2020 6:07:55 AM",,"12596",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","94696","94696","158429184","158429184","1038952","1038952","189276160","189276160","242909184","242909184","2238864080896","1186119680","True","Normal","158429184","158429184","SearchApp","255","2",,"System.Diagnostics.ProcessThreadCollection","1578","2238842662912","1164701696","False",,,,"92446720","92446720",,"System.Diagnostics.ProcessModule (SearchApp.exe)","00:00:12.6093750","00:00:39.0468750","00:00:26.4375000","0","","True",,
"SearchFilterHost","0","144","2203408097280","8491008","3149824","11216",,,,,,,,,"Process",,,"4",,,,,"25416",".",,,,"11216","11216","3149824","3149824","110464","110464","3149824","3149824","8495104","8495104","2203408101376","89878528",,,"3149824","3149824","SearchFilterHost",,"0",,"System.Diagnostics.ProcessThreadCollection","144","2203408097280","89874432","False",,,,"8491008","8491008",,,,,,"0","","True",,
"SearchIndexer","0","1249","2203797037056","52854784","62050304","185136",,,,,,,,,"Process",,,"8",,,,,"11312",".",,,,"185136","185136","62050304","62050304","291280","291280","126164992","126164992","127578112","127578112","2203861540864","543318016",,,"62050304","62050304","SearchIndexer",,"0",,"System.Diagnostics.ProcessThreadCollection","1249","2203797037056","478814208","False",,,,"52854784","52854784",,,,,,"0","","True",,
"SearchProtocolHost","0","334","2203424325632","13664256","3899392","15208",,,,,,,,,"Process",,,"4",,,,,"6140",".",,,,"15208","15208","3899392","3899392","124896","124896","3899392","3899392","13680640","13680640","2203432296448","114073600",,,"3899392","3899392","SearchProtocolHost",,"0",,"System.Diagnostics.ProcessThreadCollection","334","2203424325632","106102784","False",,,,"13664256","13664256",,,,,,"0","","True",,
"Secure System","0","0","2260992","41312256","188416","272",,,,,,,,,"Process",,,"8",,,,,"72",".",,,,"272","272","188416","188416","8640","8640","237568","237568","114688","114688","2781184","2781184",,,"188416","188416","Secure System",,"0",,"System.Diagnostics.ProcessThreadCollection","0","2260992","2260992","False",,,,"41312256","41312256",,,,,,"0","","True",,
"SecurityHealthService","0","436","2203420897280","11665408","4874240","16352",,,,,,,,,"Process",,,"8",,,,,"2428",".",,,,"16352","16352","4874240","4874240","140528","140528","5423104","5423104","14872576","14872576","2203427717120","109494272",,,"4874240","4874240","SecurityHealthService",,"0",,"System.Diagnostics.ProcessThreadCollection","436","2203420897280","102674432","False",,,,"11665408","11665408",,,,,,"0","","True",,
"SecurityHealthSystray","2","155","2203438182400","8634368","3383296","12440","C:\Windows\System32\SecurityHealthSystray.exe","System.Diagnostics.Process (explorer)","Microsoft Corporation","0.09375","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Windows Security notification icon","Microsoft? Windows? Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2544","8",,"False","11/30/2020 6:08:09 AM",,"16396",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","12440","12440","3383296","3383296","148912","148912","3473408","3473408","10432512","10432512","2203439763456","121540608","True","Normal","3383296","3383296","SecurityHealthSystray","255","2",,"System.Diagnostics.ProcessThreadCollection","155","2203438182400","119959552","False",,,,"8634368","8634368",,"System.Diagnostics.ProcessModule (SecurityHealthSystray.exe)","00:00:00.0781250","00:00:00.0937500","00:00:00.0156250","0","","True",,
"services","0","990","2203393290240","11960320","8065024","12208",,,,,,,,,"Process",,,"9",,,,,"1040",".",,,,"12208","12208","8065024","8065024","196528","196528","9879552","9879552","13189120","13189120","2203427774464","109551616",,,"8065024","8065024","services",,"0",,"System.Diagnostics.ProcessThreadCollection","990","2203393290240","75067392","False",,,,"11960320","11960320",,,,,,"0","","True",,
"sessionmsg","2","111","2203418861568","6598656","3047424","10808","C:\Windows\System32\sessionmsg.exe","System.Diagnostics.Process (explorer)","Microsoft Corporation","0.046875","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Microsoft Remote Desktop Services Session Message Server","Microsoft? Windows? Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2656","8",,"False","11/30/2020 6:43:01 AM",,"15284",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","10808","10808","3047424","3047424","109344","109344","3133440","3133440","8507392","8507392","2203420434432","102211584","True","Normal","3047424","3047424","sessionmsg","255","2",,"System.Diagnostics.ProcessThreadCollection","111","2203418861568","100638720","False",,,,"6598656","6598656",,"System.Diagnostics.ProcessModule (sessionmsg.exe)","00:00:00.0312500","00:00:00.0468750","00:00:00.0156250","0","","True",,
"SettingSyncHost","2","293","2203453149184","5091328","4825088","17240","C:\WINDOWS\system32\SettingSyncHost.exe",,"Microsoft Corporation","0.53125","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Setting Synchronization","Microsoft? Windows? Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","8372","6",,"False","11/30/2020 6:55:48 AM",,"19896",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","17240","17240","4825088","4825088","185728","185728","5083136","5083136","17760256","17760256","2203464232960","146010112","True","BelowNormal","4825088","4825088","SettingSyncHost","255","2",,"System.Diagnostics.ProcessThreadCollection","293","2203453149184","134926336","False",,,,"5091328","5091328",,"System.Diagnostics.ProcessModule (SettingSyncHost.exe)","00:00:00.3906250","00:00:00.5312500","00:00:00.1406250","0","","True",,
"SgrmBroker","0","115","2203644579840","8445952","8843264","7048",,,,,,,,,"Process",,,"8",,,,,"8976",".",,,,"7048","7048","8843264","8843264","35728","35728","10268672","10268672","11493376","11493376","2203646152704","327929856",,,"8843264","8843264","SgrmBroker",,"0",,"System.Diagnostics.ProcessThreadCollection","115","2203644579840","326356992","False",,,,"8445952","8445952",,,,,,"0","","True",,
"ShellExperienceHost","2","1126","2203768766464","61833216","24727552","35464","C:\WINDOWS\SystemApps\ShellExperienceHost_cw5n1h2txyewy\ShellExperienceHost.exe",,"Microsoft Corporation","7.453125","10.0.19041.610 (WinBuild.160101.0800)","10.0.19041.610","Windows Shell Experience Host","Microsoft? Windows? Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6972","8",,"False","11/30/2020 6:29:55 AM",,"6308",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","35464","35464","24727552","24727552","742064","742064","28942336","28942336","85913600","85913600","2203788857344","470634496","True","Normal","24727552","24727552","ShellExperienceHost","255","2",,"System.Diagnostics.ProcessThreadCollection","1126","2203768766464","450543616","False",,,,"61833216","61833216",,"System.Diagnostics.ProcessModule (ShellExperienceHost.exe)","00:00:03.7656250","00:00:07.4531250","00:00:03.6875000","0","","True",,
"sihost","2","613","2203499786240","29134848","9891840","24320","C:\WINDOWS\system32\sihost.exe",,"Microsoft Corporation","18.09375","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Shell Infrastructure Host","Microsoft? Windows? Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4808","8",,"False","11/30/2020 6:07:49 AM",,"15188",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","24320","24320","9891840","9891840","260608","260608","10088448","10088448","30363648","30363648","2203509985280","191762432","True","Normal","9891840","9891840","sihost","255","2",,"System.Diagnostics.ProcessThreadCollection","613","2203499786240","181563392","False",,,,"29134848","29134848",,"System.Diagnostics.ProcessModule (sihost.exe)","00:00:10.1250000","00:00:18.0937500","00:00:07.9687500","0","","True",,
"smss","0","53","2203359760384","1175552","1081344","3360",,,,,,,,,"Process",,,"11",,,,,"860",".",,,,"3360","3360","1081344","1081344","13216","13216","1183744","1183744","1318912","1318912","2203367886848","49664000",,,"1081344","1081344","smss",,"0",,"System.Diagnostics.ProcessThreadCollection","53","2203359760384","41537536","False",,,,"1175552","1175552",,,,,,"0","","True",,
"SocketHeciServer","0","133","2203405684736","6791168","3121152","11416",,,,,,,,,"Process",,,"8",,,,,"1692",".",,,,"11416","11416","3121152","3121152","84520","84520","3211264","3211264","8536064","8536064","2203408830464","90607616",,,"3121152","3121152","SocketHeciServer",,"0",,"System.Diagnostics.ProcessThreadCollection","133","2203405684736","87461888","False",,,,"6791168","6791168",,,,,,"0","","True",,
"spoolsv","0","637","2203450949632","18264064","9953280","31336",,,,,,,,,"Process",,,"8",,,,,"4976",".",,,,"31336","31336","9953280","9953280","196144","196144","10080256","10080256","22568960","22568960","2203455561728","137338880",,,"9953280","9953280","spoolsv",,"0",,"System.Diagnostics.ProcessThreadCollection","637","2203450949632","132726784","False",,,,"18264064","18264064",,,,,,"0","","True",,
"sqlwriter","0","141","4374654976","6451200","2138112","9712",,,,,,,,,"Process",,,"8",,,,,"5764",".",,,,"9712","9712","2138112","2138112","84640","84640","3112960","3112960","8564736","8564736","4389335040","94367744",,,"2138112","2138112","sqlwriter",,"0",,"System.Diagnostics.ProcessThreadCollection","141","4374654976","79687680","False",,,,"6451200","6451200",,,,,,"0","","True",,
"StartMenuExperienceHost","2","621","2203701166080","58462208","32210944","32816","C:\WINDOWS\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\StartMenuExperienceHost.exe",,,"7.078125",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2068","8",,"False","11/30/2020 6:07:55 AM",,"10504",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","32816","32816","32210944","32210944","608000","608000","63631360","63631360","101089280","101089280","2203857334272","539111424","True","Normal","32210944","32210944","StartMenuExperienceHost","255","2",,"System.Diagnostics.ProcessThreadCollection","621","2203701166080","382943232","False",,,,"58462208","58462208",,"System.Diagnostics.ProcessModule (StartMenuExperienceHost.exe)","00:00:02.2656250","00:00:07.0781250","00:00:04.8125000","0","","True",,
"svchost","0","442","2203430653952","14041088","8335360","18672",,,,,,,,,"Process",,,"8",,,,,"896",".",,,,"18672","18672","8335360","8335360","342016","342016","8859648","8859648","17555456","17555456","2203466739712","148516864",,,"8335360","8335360","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","442","2203430653952","112431104","False",,,,"14041088","14041088",,,,,,"0","","True",,
